customer_id,wilayah,kelompok_usia,jenis_kelamin,segmen_pekerjaan,thin_file,lama_riwayat_kredit_bulan,jumlah_fasilitas_kredit_aktif,rasio_utang_pendapatan,riwayat_keterlambatan_90hari,konsistensi_isi_ulang_pulsa,lama_kepemilikan_nomor_bulan,rata_rata_pulsa_bulanan_rp,frekuensi_transaksi_ecommerce_bulanan,rating_rata_penjual_pembeli,rasio_retur_pembelian,rata_rata_kas_masuk_bulanan_rp,volatilitas_kas_cv,jumlah_hari_kas_negatif_per_bulan,default_flag
CUST111115,Jawa Non-Jabodetabek,56+,P,UMKM/Wirausaha,0,32.0,3,0.403,0,0.743,54.0,19000.0,4,4.63,0.106,8170000.0,0.254,2,0
CUST111116,Jabodetabek,46-55,L,Karyawan Formal,0,102.0,2,0.624,0,0.746,138.0,17000.0,5,4.27,0.029,2170000.0,0.325,1,1
CUST111117,Jawa Non-Jabodetabek,18-25,L,Karyawan Formal,0,13.0,2,0.182,0,0.845,68.0,30000.0,2,4.34,0.028,690000.0,0.564,0,1
CUST111118,Jawa Non-Jabodetabek,26-35,P,Pekerja Informal/Gig,0,25.0,2,0.379,0,0.711,45.0,39000.0,6,4.52,0.108,2740000.0,0.321,1,1
CUST111119,Sumatra,18-25,L,UMKM/Wirausaha,0,23.0,0,0.333,0,0.722,31.0,73000.0,6,4.08,0.038,3270000.0,0.464,6,0
CUST111120,Luar Jawa Lainnya,56+,L,UMKM/Wirausaha,0,34.0,3,0.833,2,0.62,126.0,43000.0,5,4.61,0.023,2920000.0,0.299,2,1
CUST111121,Sumatra,26-35,P,Karyawan Formal,0,44.0,1,0.355,0,0.639,11.0,33000.0,3,3.99,0.233,2590000.0,0.174,0,0
CUST111122,Sumatra,18-25,P,Pekerja Informal/Gig,1,0.0,0,0.198,,0.572,45.0,99000.0,5,4.23,0.063,1720000.0,0.219,2,0
CUST111123,Jabodetabek,36-45,L,Karyawan Formal,0,28.0,1,0.417,1,0.696,58.0,52000.0,4,4.37,0.039,2350000.0,0.224,2,1
CUST111124,Luar Jawa Lainnya,36-45,L,UMKM/Wirausaha,0,56.0,0,0.452,0,0.299,52.0,15000.0,2,3.76,0.129,6330000.0,0.267,7,1
CUST111125,Jawa Non-Jabodetabek,26-35,P,Pekerja Informal/Gig,0,19.0,1,0.633,0,0.564,111.0,32000.0,3,4.27,0.003,2690000.0,0.293,1,0
CUST111126,Jawa Non-Jabodetabek,26-35,L,Karyawan Formal,0,16.0,0,0.284,1,0.399,146.0,36000.0,6,4.87,0.096,1530000.0,0.444,0,0
CUST111127,Jabodetabek,26-35,L,Karyawan Formal,0,57.0,4,0.594,1,0.584,87.0,23000.0,3,4.46,0.024,940000.0,0.161,0,1
CUST111128,Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.385,,0.739,60.0,31000.0,5,4.33,0.012,2820000.0,0.203,1,0
CUST111129,Kalimantan,26-35,P,UMKM/Wirausaha,0,21.0,3,0.448,0,0.479,24.0,26000.0,2,4.0,0.012,6840000.0,0.25,4,1
CUST111130,Jabodetabek,46-55,L,Pekerja Informal/Gig,1,0.0,0,0.478,,0.654,55.0,26000.0,3,4.82,0.077,1900000.0,0.32,4,0
CUST111131,Jawa Non-Jabodetabek,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.344,,0.763,110.0,60000.0,5,4.54,0.292,5150000.0,0.36,0,0
CUST111132,Jabodetabek,36-45,L,Pekerja Informal/Gig,0,63.0,1,0.098,0,0.746,69.0,23000.0,6,4.42,0.172,1120000.0,0.131,1,0
CUST111133,Luar Jawa Lainnya,36-45,P,UMKM/Wirausaha,1,0.0,0,0.395,,0.645,80.0,47000.0,2,4.82,0.114,4680000.0,0.297,7,1
CUST111134,Kalimantan,36-45,L,UMKM/Wirausaha,1,0.0,0,0.267,,0.441,67.0,71000.0,6,4.0,0.218,6590000.0,0.697,2,1
CUST111135,Luar Jawa Lainnya,26-35,L,Pekerja Informal/Gig,0,79.0,2,0.15,0,0.661,53.0,40000.0,3,4.3,0.019,2620000.0,0.02,2,0
CUST111136,Sulawesi,36-45,P,Pekerja Informal/Gig,0,74.0,1,0.389,0,0.673,59.0,26000.0,5,4.48,0.192,2060000.0,0.251,2,0
CUST111137,Luar Jawa Lainnya,18-25,L,Karyawan Formal,0,51.0,3,0.186,0,0.905,104.0,17000.0,3,4.19,0.013,1810000.0,0.16,1,0
CUST111138,Jawa Non-Jabodetabek,18-25,P,UMKM/Wirausaha,0,22.0,1,0.387,0,0.704,49.0,120000.0,2,4.75,0.096,5660000.0,0.54,2,0
CUST111139,Jabodetabek,18-25,P,Karyawan Formal,0,7.0,2,0.366,1,0.833,48.0,59000.0,4,4.51,0.018,1330000.0,0.163,0,0
CUST111140,Jawa Non-Jabodetabek,36-45,L,Pekerja Informal/Gig,0,49.0,1,0.324,2,0.652,38.0,31000.0,6,4.77,0.161,920000.0,0.314,2,0
CUST111141,Jawa Non-Jabodetabek,36-45,P,UMKM/Wirausaha,1,0.0,0,0.185,,0.638,91.0,36000.0,5,4.94,0.183,4790000.0,0.743,5,0
CUST111142,Kalimantan,26-35,P,UMKM/Wirausaha,0,17.0,1,0.104,0,0.549,49.0,14000.0,2,4.91,0.02,5650000.0,0.424,2,0
CUST111143,Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.39,,0.097,58.0,16000.0,6,4.47,0.035,2140000.0,0.162,0,1
CUST111144,Jabodetabek,46-55,L,Karyawan Formal,0,24.0,0,0.58,0,0.503,37.0,29000.0,0,5.0,0.021,4130000.0,0.136,2,0
CUST111145,Kalimantan,18-25,P,UMKM/Wirausaha,0,55.0,0,0.496,0,0.913,25.0,31000.0,6,4.37,0.03,5190000.0,0.125,3,0
CUST111146,Jabodetabek,26-35,L,UMKM/Wirausaha,1,0.0,0,0.127,,0.688,56.0,65000.0,4,4.65,0.052,1350000.0,0.462,7,0
CUST111147,Jabodetabek,36-45,P,Karyawan Formal,0,58.0,4,0.284,0,0.889,29.0,24000.0,5,3.96,0.078,1630000.0,0.225,0,0
CUST111148,Jabodetabek,36-45,L,Karyawan Formal,0,39.0,2,0.307,0,0.982,110.0,35000.0,2,4.15,0.089,2410000.0,0.349,1,0
CUST111149,Kalimantan,26-35,P,UMKM/Wirausaha,1,0.0,0,0.129,,0.568,60.0,20000.0,3,4.98,0.079,4770000.0,0.303,8,0
CUST111150,Jabodetabek,26-35,L,Karyawan Formal,1,0.0,0,0.249,,0.877,95.0,38000.0,6,4.81,0.086,3010000.0,0.182,2,0
CUST111151,Jabodetabek,56+,L,Pekerja Informal/Gig,0,60.0,1,0.181,0,0.404,105.0,47000.0,2,5.0,0.144,4270000.0,0.34,0,0
CUST111152,Jabodetabek,26-35,P,Karyawan Formal,0,29.0,0,0.637,1,0.505,97.0,50000.0,4,5.0,0.154,890000.0,0.221,1,0
CUST111153,Kalimantan,46-55,P,Karyawan Formal,0,13.0,1,0.389,1,0.711,15.0,76000.0,6,4.34,0.049,1590000.0,0.108,4,0
CUST111154,Jabodetabek,46-55,L,Karyawan Formal,1,0.0,0,0.619,,0.747,69.0,14000.0,7,3.31,0.364,3610000.0,0.124,2,1
CUST111155,Jabodetabek,46-55,P,UMKM/Wirausaha,1,0.0,0,0.402,,0.756,58.0,23000.0,6,4.7,0.127,2210000.0,0.455,1,1
CUST111156,Luar Jawa Lainnya,18-25,L,UMKM/Wirausaha,0,43.0,2,0.611,1,0.948,33.0,37000.0,3,4.2,0.01,5920000.0,0.422,4,1
CUST111157,Sulawesi,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.103,,1.0,65.0,50000.0,6,4.86,0.076,2060000.0,0.272,1,0
CUST111158,Jabodetabek,26-35,P,Karyawan Formal,1,0.0,0,0.583,,0.766,55.0,67000.0,7,3.49,0.196,1580000.0,0.371,0,1
CUST111159,Jabodetabek,26-35,P,Karyawan Formal,0,19.0,1,0.335,0,0.697,68.0,63000.0,4,3.52,0.193,1970000.0,0.175,2,0
CUST111160,Jabodetabek,26-35,L,Karyawan Formal,0,18.0,1,0.332,0,0.969,156.0,19000.0,6,5.0,0.143,3330000.0,0.176,2,0
CUST111161,Kalimantan,26-35,P,UMKM/Wirausaha,1,0.0,0,0.537,,0.595,97.0,41000.0,4,4.4,0.089,1160000.0,0.334,2,1
CUST111162,Jabodetabek,26-35,P,Karyawan Formal,0,10.0,1,0.342,0,0.788,65.0,14000.0,3,4.64,0.134,900000.0,0.2,0,0
CUST111163,Luar Jawa Lainnya,36-45,L,Karyawan Formal,0,44.0,2,0.442,0,0.273,89.0,33000.0,4,4.03,0.007,1360000.0,0.06,0,1
CUST111164,Sulawesi,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.19,,0.743,52.0,60000.0,4,4.2,0.061,2700000.0,0.195,3,0
CUST111165,Sumatra,26-35,L,Pekerja Informal/Gig,0,52.0,0,0.698,0,1.0,94.0,45000.0,5,4.14,0.07,3280000.0,0.18,1,0
CUST111166,Jabodetabek,26-35,P,Karyawan Formal,0,43.0,4,0.209,0,0.941,74.0,52000.0,10,4.37,0.097,2300000.0,0.272,1,0
CUST111167,Sulawesi,36-45,P,UMKM/Wirausaha,1,0.0,0,0.16,,0.762,22.0,79000.0,4,3.86,0.02,2240000.0,0.453,4,0
CUST111168,Kalimantan,18-25,L,Pekerja Informal/Gig,0,66.0,0,0.193,0,0.86,52.0,102000.0,5,4.06,0.018,3070000.0,0.299,0,0
CUST111169,Kalimantan,36-45,L,Karyawan Formal,0,46.0,1,0.129,0,0.375,109.0,19000.0,8,4.5,0.173,2830000.0,0.23,1,0
CUST111170,Jabodetabek,26-35,L,UMKM/Wirausaha,1,0.0,0,0.025,,0.842,68.0,69000.0,5,4.82,0.04,3060000.0,0.26,3,0
CUST111171,Kalimantan,36-45,L,Karyawan Formal,0,55.0,2,0.367,0,0.735,44.0,66000.0,7,4.72,0.032,4370000.0,0.317,1,0
CUST111172,Sulawesi,36-45,P,UMKM/Wirausaha,1,0.0,0,0.133,,0.958,114.0,30000.0,3,5.0,0.168,3680000.0,0.27,4,0
CUST111173,Luar Jawa Lainnya,36-45,P,UMKM/Wirausaha,0,39.0,1,0.226,0,0.681,100.0,45000.0,5,4.25,0.022,3720000.0,0.405,6,0
CUST111174,Sumatra,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.02,,0.475,85.0,46000.0,4,4.65,0.046,3990000.0,0.409,1,0
CUST111175,Sumatra,46-55,P,UMKM/Wirausaha,1,0.0,0,0.635,,1.0,107.0,24000.0,3,3.9,0.113,8840000.0,0.56,4,1
CUST111176,Jawa Non-Jabodetabek,18-25,L,Pekerja Informal/Gig,1,0.0,0,0.443,,0.665,18.0,33000.0,4,4.03,0.067,3230000.0,0.267,1,0
CUST111177,Kalimantan,26-35,P,Karyawan Formal,0,51.0,6,0.02,1,1.0,47.0,42000.0,2,5.0,0.127,2520000.0,0.264,1,0
CUST111178,Luar Jawa Lainnya,56+,L,UMKM/Wirausaha,0,42.0,1,0.318,2,0.551,78.0,33000.0,4,4.62,0.095,20440000.0,0.424,3,1
CUST111179,Sumatra,46-55,L,Pekerja Informal/Gig,1,0.0,0,0.316,,0.516,96.0,50000.0,3,4.71,0.01,2400000.0,0.177,0,0
CUST111180,Jabodetabek,36-45,L,UMKM/Wirausaha,1,0.0,0,0.322,,0.473,63.0,53000.0,4,4.49,0.15,3860000.0,0.281,6,0
CUST111181,Jabodetabek,26-35,P,UMKM/Wirausaha,0,8.0,3,0.415,1,0.405,41.0,46000.0,7,5.0,0.023,6190000.0,0.438,2,1
CUST111182,Sumatra,26-35,P,UMKM/Wirausaha,1,0.0,0,0.078,,0.858,45.0,28000.0,2,3.7,0.049,1550000.0,0.274,4,0
CUST111183,Sulawesi,46-55,L,Pekerja Informal/Gig,0,56.0,0,0.174,1,0.612,74.0,35000.0,5,4.64,0.02,1670000.0,0.193,1,0
CUST111184,Jabodetabek,36-45,P,UMKM/Wirausaha,1,0.0,0,0.257,,0.859,31.0,25000.0,5,4.19,0.226,3660000.0,0.637,2,1
CUST111185,Jawa Non-Jabodetabek,26-35,P,UMKM/Wirausaha,1,0.0,0,0.444,,0.531,44.0,56000.0,6,4.08,0.117,2970000.0,0.365,4,1
CUST111186,Luar Jawa Lainnya,18-25,P,Pekerja Informal/Gig,1,0.0,0,0.286,,0.686,68.0,52000.0,5,4.05,0.101,2140000.0,0.23,3,1
CUST111187,Sumatra,46-55,L,Pekerja Informal/Gig,0,44.0,4,0.387,0,0.661,73.0,42000.0,6,3.59,0.061,1770000.0,0.178,2,0
CUST111188,Jabodetabek,36-45,L,Pekerja Informal/Gig,1,0.0,0,0.125,,0.692,77.0,14000.0,6,5.0,0.045,2690000.0,0.318,1,0
CUST111189,Jawa Non-Jabodetabek,56+,L,Karyawan Formal,1,0.0,0,0.218,,0.827,36.0,23000.0,6,4.38,0.008,2130000.0,0.061,1,0
CUST111190,Jawa Non-Jabodetabek,26-35,P,UMKM/Wirausaha,0,18.0,0,0.477,0,0.924,84.0,35000.0,4,3.67,0.059,4140000.0,0.444,7,0
CUST111191,Jabodetabek,26-35,P,Karyawan Formal,0,57.0,2,0.447,0,0.811,57.0,34000.0,8,4.3,0.017,1750000.0,0.366,0,1
CUST111192,Sumatra,26-35,L,UMKM/Wirausaha,1,0.0,0,0.404,,1.0,61.0,13000.0,6,4.78,0.007,4230000.0,0.653,2,1
CUST111193,Sumatra,26-35,L,UMKM/Wirausaha,0,55.0,2,0.491,1,0.376,72.0,30000.0,4,3.65,0.021,2530000.0,0.409,3,0
CUST111194,Sumatra,26-35,L,Karyawan Formal,0,33.0,1,0.455,2,0.507,76.0,21000.0,6,4.46,0.04,1850000.0,0.21,2,1
CUST111195,Sumatra,18-25,P,UMKM/Wirausaha,0,29.0,2,0.257,1,0.592,44.0,73000.0,7,5.0,0.016,5380000.0,0.177,4,0
CUST111196,Jabodetabek,26-35,L,Karyawan Formal,0,57.0,0,0.45,0,0.82,87.0,43000.0,2,4.8,0.184,2480000.0,0.284,0,0
CUST111197,Jabodetabek,26-35,P,Pekerja Informal/Gig,0,18.0,1,0.373,0,0.4,77.0,27000.0,3,5.0,0.022,1650000.0,0.152,1,0
CUST111198,Jabodetabek,46-55,P,UMKM/Wirausaha,1,0.0,0,0.303,,0.488,88.0,45000.0,3,5.0,0.154,2310000.0,0.3,4,0
CUST111199,Jabodetabek,26-35,P,Karyawan Formal,0,42.0,5,0.28,0,0.772,60.0,45000.0,4,3.56,0.04,3410000.0,0.228,0,0
CUST111200,Kalimantan,26-35,L,UMKM/Wirausaha,0,42.0,3,0.54,0,0.601,115.0,45000.0,4,4.67,0.061,2590000.0,0.586,1,1
CUST111201,Jabodetabek,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.484,,0.34,119.0,60000.0,3,4.67,0.103,1080000.0,0.116,1,0
CUST111202,Sumatra,18-25,P,UMKM/Wirausaha,0,49.0,1,0.266,0,0.78,63.0,51000.0,4,4.15,0.061,820000.0,0.507,1,0
CUST111203,Jabodetabek,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.228,,0.652,64.0,67000.0,4,4.39,0.131,3530000.0,0.195,1,0
CUST111204,Jabodetabek,46-55,L,Pekerja Informal/Gig,0,42.0,1,0.255,0,0.44,43.0,21000.0,7,4.02,0.033,860000.0,0.34,3,0
CUST111205,Jabodetabek,36-45,L,Karyawan Formal,0,25.0,0,0.485,0,0.727,43.0,32000.0,5,4.3,0.008,1570000.0,0.3,1,0
CUST111206,Sumatra,26-35,L,Karyawan Formal,0,42.0,4,0.173,0,0.112,61.0,49000.0,7,5.0,0.151,3060000.0,0.109,1,0
CUST111207,Sumatra,46-55,L,Karyawan Formal,0,41.0,1,0.331,1,0.522,71.0,25000.0,2,4.27,0.026,4000000.0,0.191,1,0
CUST111208,Sulawesi,56+,P,Karyawan Formal,0,29.0,1,0.466,0,1.0,63.0,63000.0,5,4.16,0.018,1510000.0,0.265,0,0
CUST111209,Jabodetabek,46-55,L,UMKM/Wirausaha,0,71.0,1,0.427,0,0.883,19.0,40000.0,5,5.0,0.0,9200000.0,0.236,0,0
CUST111210,Sumatra,26-35,P,Karyawan Formal,0,46.0,1,0.434,0,0.681,81.0,41000.0,7,4.22,0.145,1460000.0,0.02,0,0
CUST111211,Kalimantan,36-45,P,UMKM/Wirausaha,1,0.0,0,0.08,,0.795,71.0,44000.0,4,4.47,0.072,8560000.0,0.364,4,0
CUST111212,Jawa Non-Jabodetabek,36-45,P,UMKM/Wirausaha,0,6.0,1,0.421,0,0.432,35.0,10000.0,7,4.15,0.112,4480000.0,0.665,6,1
CUST111213,Jabodetabek,26-35,L,UMKM/Wirausaha,1,0.0,0,0.215,,1.0,63.0,12000.0,3,3.85,0.078,4510000.0,0.317,6,0
CUST111214,Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.269,,0.727,46.0,42000.0,1,4.34,0.081,2050000.0,0.263,0,0
CUST111215,Jabodetabek,46-55,L,UMKM/Wirausaha,0,16.0,2,0.068,0,0.706,51.0,27000.0,5,4.12,0.073,6080000.0,0.357,3,0
CUST111216,Sulawesi,26-35,P,Karyawan Formal,0,26.0,0,0.528,0,0.724,36.0,19000.0,2,4.91,0.118,4950000.0,0.25,1,0
CUST111217,Jawa Non-Jabodetabek,46-55,L,UMKM/Wirausaha,1,0.0,0,0.45,,0.706,76.0,38000.0,4,4.71,0.133,2910000.0,0.533,1,1
CUST111218,Sumatra,56+,L,Karyawan Formal,0,56.0,1,0.23,0,0.691,87.0,19000.0,2,4.41,0.007,1550000.0,0.29,2,0
CUST111219,Kalimantan,26-35,L,UMKM/Wirausaha,0,8.0,0,0.422,1,0.98,52.0,98000.0,5,4.97,0.069,4660000.0,0.02,1,0
CUST111220,Jawa Non-Jabodetabek,18-25,P,UMKM/Wirausaha,0,32.0,4,0.492,0,0.787,137.0,43000.0,5,5.0,0.011,3690000.0,0.463,5,0
CUST111221,Sumatra,56+,P,Pekerja Informal/Gig,0,22.0,1,0.577,0,0.589,58.0,13000.0,6,3.95,0.107,2750000.0,0.114,0,0
CUST111222,Jabodetabek,18-25,P,Karyawan Formal,0,56.0,5,0.45,0,0.664,120.0,45000.0,6,4.94,0.087,1200000.0,0.122,0,0
CUST111223,Jawa Non-Jabodetabek,46-55,L,Karyawan Formal,0,14.0,4,0.266,0,0.944,22.0,22000.0,3,5.0,0.081,2590000.0,0.216,0,0
CUST111224,Jabodetabek,18-25,L,Karyawan Formal,0,62.0,1,0.158,0,0.971,54.0,37000.0,8,4.99,0.071,990000.0,0.092,1,0
CUST111225,Jabodetabek,26-35,P,UMKM/Wirausaha,0,7.0,0,0.739,2,0.443,67.0,54000.0,5,4.63,0.013,1710000.0,0.375,1,1
CUST111226,Jawa Non-Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.289,,0.737,46.0,78000.0,6,4.36,0.056,5320000.0,0.179,0,0
CUST111227,Kalimantan,26-35,L,UMKM/Wirausaha,0,13.0,0,0.347,0,0.402,14.0,10000.0,5,4.33,0.046,6830000.0,0.418,4,1
CUST111228,Sumatra,46-55,P,UMKM/Wirausaha,0,53.0,0,0.426,0,0.751,131.0,36000.0,8,5.0,0.076,13230000.0,0.464,1,1
CUST111229,Kalimantan,18-25,P,Karyawan Formal,0,28.0,2,0.511,0,0.567,117.0,83000.0,7,4.7,0.018,2490000.0,0.313,1,0
CUST111230,Jabodetabek,18-25,L,UMKM/Wirausaha,1,0.0,0,0.321,,0.425,100.0,25000.0,4,3.44,0.107,2240000.0,0.547,5,1
CUST111231,Luar Jawa Lainnya,36-45,P,Karyawan Formal,0,21.0,0,0.527,1,0.845,32.0,23000.0,2,4.96,0.055,1080000.0,0.086,3,1
CUST111232,Jabodetabek,56+,L,Karyawan Formal,0,21.0,2,0.816,0,0.927,78.0,54000.0,5,4.22,0.007,2470000.0,0.142,2,0
CUST111233,Sulawesi,26-35,L,UMKM/Wirausaha,1,0.0,0,0.306,,0.544,126.0,13000.0,3,4.25,0.257,3530000.0,0.476,3,1
CUST111234,Kalimantan,46-55,L,Karyawan Formal,0,61.0,0,0.46,0,0.79,65.0,29000.0,3,3.84,0.168,1950000.0,0.028,0,0
CUST111235,Sumatra,18-25,L,Karyawan Formal,0,32.0,5,0.192,0,0.671,64.0,16000.0,2,4.58,0.062,2030000.0,0.259,2,0
CUST111236,Jawa Non-Jabodetabek,46-55,L,Karyawan Formal,1,0.0,0,0.29,,0.663,37.0,40000.0,5,4.7,0.072,3370000.0,0.214,1,0
CUST111237,Kalimantan,36-45,P,Karyawan Formal,1,0.0,0,0.218,,0.868,36.0,25000.0,2,4.38,0.113,1390000.0,0.345,5,0
CUST111238,Kalimantan,46-55,P,UMKM/Wirausaha,0,92.0,5,0.171,1,0.774,67.0,46000.0,3,4.63,0.122,4760000.0,0.324,2,0
CUST111239,Jabodetabek,36-45,P,Karyawan Formal,0,16.0,3,0.173,2,0.7,164.0,25000.0,7,3.74,0.025,2230000.0,0.472,0,0
CUST111240,Kalimantan,56+,P,UMKM/Wirausaha,1,0.0,0,0.605,,1.0,110.0,57000.0,2,4.11,0.093,3150000.0,0.447,0,1
CUST111241,Jabodetabek,26-35,L,UMKM/Wirausaha,1,0.0,0,0.666,,0.692,22.0,40000.0,5,3.4,0.108,1870000.0,0.299,4,0
CUST111242,Sumatra,36-45,L,UMKM/Wirausaha,0,29.0,1,0.59,0,0.673,139.0,83000.0,5,4.0,0.147,3690000.0,0.41,1,0
CUST111243,Sumatra,36-45,L,Karyawan Formal,0,46.0,2,0.338,0,0.326,75.0,69000.0,4,4.88,0.071,4110000.0,0.192,1,0
CUST111244,Sulawesi,26-35,L,UMKM/Wirausaha,1,0.0,0,0.509,,1.0,61.0,47000.0,2,4.26,0.043,4520000.0,0.373,2,0
CUST111245,Jawa Non-Jabodetabek,56+,L,UMKM/Wirausaha,0,16.0,0,0.112,0,0.46,26.0,86000.0,4,4.55,0.063,2460000.0,0.471,3,0
CUST111246,Jabodetabek,46-55,L,Pekerja Informal/Gig,0,82.0,1,0.02,0,0.963,62.0,13000.0,4,4.39,0.023,920000.0,0.252,0,0
CUST111247,Jawa Non-Jabodetabek,46-55,P,UMKM/Wirausaha,1,0.0,0,0.298,,0.499,73.0,53000.0,5,4.74,0.079,3030000.0,0.629,3,0
CUST111248,Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.393,,0.685,153.0,60000.0,5,4.23,0.08,790000.0,0.154,1,0
CUST111249,Sumatra,46-55,P,UMKM/Wirausaha,0,39.0,1,0.308,1,0.83,102.0,76000.0,2,4.58,0.054,3460000.0,0.381,1,0
CUST111250,Jawa Non-Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.395,,1.0,53.0,39000.0,6,3.12,0.097,3960000.0,0.176,0,0
CUST111251,Kalimantan,56+,P,UMKM/Wirausaha,0,64.0,1,0.369,0,0.529,96.0,34000.0,5,4.07,0.041,4370000.0,0.584,1,1
CUST111252,Jabodetabek,18-25,P,Pekerja Informal/Gig,1,0.0,0,0.273,,1.0,99.0,28000.0,4,4.66,0.062,2410000.0,0.37,1,0
CUST111253,Jabodetabek,36-45,L,Pekerja Informal/Gig,1,0.0,0,0.278,,0.564,21.0,58000.0,5,5.0,0.036,1350000.0,0.087,0,0
CUST111254,Jawa Non-Jabodetabek,18-25,L,Karyawan Formal,0,32.0,1,0.424,0,0.77,48.0,44000.0,2,4.39,0.066,990000.0,0.14,0,0
CUST111255,Jabodetabek,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.679,,0.482,53.0,18000.0,5,3.35,0.039,500000.0,0.264,1,0
CUST111256,Jabodetabek,26-35,P,Karyawan Formal,0,9.0,1,0.287,0,0.739,148.0,31000.0,4,4.76,0.202,2150000.0,0.197,0,0
CUST111257,Jawa Non-Jabodetabek,46-55,L,Pekerja Informal/Gig,1,0.0,0,0.592,,0.819,76.0,49000.0,7,4.77,0.035,1430000.0,0.253,2,0
CUST111258,Jawa Non-Jabodetabek,46-55,L,Karyawan Formal,0,17.0,3,0.237,0,0.875,99.0,43000.0,5,4.61,0.036,2760000.0,0.191,0,0
CUST111259,Jabodetabek,26-35,L,UMKM/Wirausaha,1,0.0,0,0.227,,0.865,41.0,64000.0,6,4.71,0.165,2930000.0,0.473,2,0
CUST111260,Sumatra,46-55,L,Karyawan Formal,0,50.0,3,0.515,0,0.689,60.0,41000.0,4,4.89,0.007,1260000.0,0.362,1,0
CUST111261,Sulawesi,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.643,,0.617,68.0,44000.0,6,4.63,0.02,2010000.0,0.213,0,0
CUST111262,Sumatra,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.178,,0.917,29.0,27000.0,4,3.98,0.207,5290000.0,0.374,2,0
CUST111263,Jawa Non-Jabodetabek,26-35,L,UMKM/Wirausaha,1,0.0,0,0.02,,1.0,105.0,64000.0,8,5.0,0.043,5780000.0,0.23,2,0
CUST111264,Jabodetabek,26-35,P,Karyawan Formal,0,21.0,0,0.287,0,0.464,36.0,37000.0,5,5.0,0.12,2190000.0,0.112,0,0
CUST111265,Jabodetabek,18-25,P,UMKM/Wirausaha,1,0.0,0,0.586,,0.676,70.0,44000.0,6,5.0,0.084,1610000.0,0.396,5,1
CUST111266,Sumatra,36-45,L,Karyawan Formal,0,23.0,3,0.424,0,0.587,156.0,66000.0,4,4.17,0.014,2730000.0,0.186,2,0
CUST111267,Kalimantan,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.052,,0.765,104.0,21000.0,5,4.23,0.042,1220000.0,0.219,2,0
CUST111268,Jabodetabek,26-35,P,Karyawan Formal,0,48.0,2,0.246,0,0.578,45.0,71000.0,1,5.0,0.187,4870000.0,0.158,0,0
CUST111269,Jabodetabek,56+,L,UMKM/Wirausaha,1,0.0,0,0.402,,0.74,44.0,29000.0,3,4.43,0.073,4660000.0,0.304,2,0
CUST111270,Jawa Non-Jabodetabek,18-25,L,Karyawan Formal,0,48.0,2,0.557,0,0.899,63.0,17000.0,5,4.25,0.047,820000.0,0.209,1,0
CUST111271,Jawa Non-Jabodetabek,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.303,,0.358,38.0,89000.0,6,4.51,0.102,2250000.0,0.213,0,0
CUST111272,Luar Jawa Lainnya,46-55,L,UMKM/Wirausaha,0,42.0,2,0.473,0,0.464,28.0,21000.0,4,3.85,0.14,4330000.0,0.701,1,1
CUST111273,Jabodetabek,36-45,L,Pekerja Informal/Gig,1,0.0,0,0.488,,0.708,72.0,73000.0,6,4.61,0.128,1940000.0,0.326,2,0
CUST111274,Jabodetabek,36-45,P,Karyawan Formal,0,71.0,2,0.376,0,0.533,75.0,51000.0,2,4.97,0.127,710000.0,0.237,1,0
CUST111275,Jawa Non-Jabodetabek,26-35,L,UMKM/Wirausaha,0,25.0,2,0.314,0,0.792,51.0,14000.0,0,4.13,0.021,2160000.0,0.385,7,1
CUST111276,Jabodetabek,46-55,L,Karyawan Formal,0,61.0,0,0.48,0,0.484,54.0,37000.0,3,4.18,0.212,3850000.0,0.268,1,0
CUST111277,Jabodetabek,36-45,L,Pekerja Informal/Gig,1,0.0,0,0.28,,0.777,33.0,25000.0,5,3.98,0.001,4000000.0,0.146,0,0
CUST111278,Jawa Non-Jabodetabek,46-55,L,Karyawan Formal,0,48.0,3,0.248,0,0.691,86.0,44000.0,4,4.69,0.185,2310000.0,0.256,0,1
CUST111279,Jawa Non-Jabodetabek,26-35,P,UMKM/Wirausaha,0,88.0,1,0.09,0,0.54,68.0,36000.0,5,4.83,0.071,7030000.0,0.306,4,0
